1 Day Song Growth Rank,Change in 1 Day Song Growth Rank,1 Day Video Count Change,Song Title,Song Artist,Aggregate Video Count,Change in Video Count over Past 7 Days,Aggregate Video Views,Aggregate Video Engagements,Aggregate Sound Count,Top Performing Sound URLs
3814,+21,-1.0,Count A Million (feat. Lil Uzi Vert),NoCap,827.0,-6.0,11614573.0,1663913.0,2.0,"['https://m.tiktok.com/h5/share/music/6839076587447519234.html?language=en&source=h5_m&u_code=e0chf58bee1e3j&_d=e0chf58bee1e3j&share_music_id=6839076587447519234', 'https://m.tiktok.com/h5/share/music/7023538337193413423.html?language=en&source=h5_m&u_code=e0ci46if09clc8&_d=e0ci46if09clc8&share_music_id=7023538337193413423']"
3815,-234,-1.0,L*** Is a Bad Word,Kiiara,522.0,0.0,5087922.0,871385.0,8.0,"['https://m.tiktok.com/h5/share/music/6704956401887741954.html?language=en&source=h5_m&u_code=e0ci91jhml7h5k&_d=e0ci91jhml7h5k&share_music_id=6704956401887741954', 'https://m.tiktok.com/h5/share/music/6974487866198084357.html?language=en&source=h5_m&u_code=e0ci1je03i5745&_d=e0ci1je03i5745&share_music_id=6974487866198084357', 'https://m.tiktok.com/h5/share/music/7035789025416186650.html?language=en&source=h5_m&u_code=e0chm0b7500i0c&_d=e0chm0b7500i0c&share_music_id=7035789025416186650']"
3816,-3028,-1.0,FUN,KYLE,2174.0,2.0,4128571.0,272885.0,1.0,['https://m.tiktok.com/h5/share/music/224274627018047488.html?language=en&source=h5_m&u_code=e0chd81ckfgmh1&_d=e0chd81ckfgmh1&share_music_id=224274627018047488']
3817,+510,-1.0,Lotus Inn,Why Don't We,3398.0,-20.0,2198903.0,348288.0,3.0,"['https://m.tiktok.com/h5/share/music/6902377938570741762.html?language=en&source=h5_m&u_code=e0chhjh3h0ddid&_d=e0chhjh3h0ddid&share_music_id=6902377938570741762', 'https://m.tiktok.com/h5/share/music/6936242272266767109.html?language=en&source=h5_m&u_code=e0ci7cj236jhdd&_d=e0ci7cj236jhdd&share_music_id=6936242272266767109', 'https://m.tiktok.com/h5/share/music/7017260172548655898.html?language=en&source=h5_m&u_code=e0chl3hbl7elb9&_d=e0chl3hbl7elb9&share_music_id=7017260172548655898']"
3818,-2004,-1.0,Quarantine Freestyle,Bizzy Banks,206.0,-1.0,260661.0,25031.0,1.0,['https://m.tiktok.com/h5/share/music/6822107311897577473.html?language=en&source=h5_m&u_code=e0chl24ffje416&_d=e0chl24ffje416&share_music_id=6822107311897577473']
3819,-2376,-1.0,Breaking Inside,Shinedown,640.0,0.0,176321.0,16032.0,2.0,"['https://m.tiktok.com/h5/share/music/222971089927323648.html?language=en&source=h5_m&u_code=e0ci4431f2dj43&_d=e0ci4431f2dj43&share_music_id=222971089927323648', 'https://m.tiktok.com/h5/share/music/7066795356725676846.html?language=en&source=h5_m&u_code=e0ci2m8b59ka27&_d=e0ci2m8b59ka27&share_music_id=7066795356725676846']"
3820,-2861,-1.0,Murder,JayDaYoungan,281.0,3.0,206680.0,21595.0,2.0,"['https://m.tiktok.com/h5/share/music/6972387640054122497.html?language=en&source=h5_m&u_code=e0chelm7ieb1am&_d=e0chelm7ieb1am&share_music_id=6972387640054122497', 'https://m.tiktok.com/h5/share/music/6972718921623735045.html?language=en&source=h5_m&u_code=e0ci1lg87j3haa&_d=e0ci1lg87j3haa&share_music_id=6972718921623735045']"
3821,-3182,-1.0,Beat of the Music,Brett Eldredge,1859.0,9.0,2567693.0,274463.0,2.0,"['https://m.tiktok.com/h5/share/music/227699055668342784.html?language=en&source=h5_m&u_code=e0chkbk60038ff&_d=e0chkbk60038ff&share_music_id=227699055668342784', 'https://m.tiktok.com/h5/share/music/6704976953809569793.html?language=en&source=h5_m&u_code=e0che39732fbmf&_d=e0che39732fbmf&share_music_id=6704976953809569793']"
3822,-2869,-1.0,Ground,Wallows,201.0,5.0,171982.0,28141.0,1.0,['https://m.tiktok.com/h5/share/music/6704958411085203458.html?language=en&source=h5_m&u_code=e0chi8km5j8dh5&_d=e0chi8km5j8dh5&share_music_id=6704958411085203458']
3823,+313,-1.0,Go Somewhere - VIP Mix,KREAM,34413.0,-3.0,17529124.0,1141084.0,1.0,['https://m.tiktok.com/h5/share/music/6616179714128087813.html?language=en&source=h5_m&u_code=e0ci8831k1aa57&_d=e0ci8831k1aa57&share_music_id=6616179714128087813']
3824,-373,-1.0,Venetia,Lil Uzi Vert,2220.0,-7.0,8652276.0,1171491.0,1.0,['https://m.tiktok.com/h5/share/music/6801205372708194306.html?language=en&source=h5_m&u_code=e0chk2106ea8d8&_d=e0chk2106ea8d8&share_music_id=6801205372708194306']
3825,+146,-1.0,Good Things,Wafia,888.0,-4.0,2459449.0,173038.0,1.0,['https://m.tiktok.com/h5/share/music/6862274573690210306.html?language=en&source=h5_m&u_code=e0chmh5jeaahid&_d=e0chmh5jeaahid&share_music_id=6862274573690210306']
3826,-2716,-1.0,Mowgli's Road,MARINA,357.0,1.0,734812.0,124666.0,3.0,"['https://m.tiktok.com/h5/share/music/6705059659683727361.html?language=en&source=h5_m&u_code=e0ci02k1115ehe&_d=e0ci02k1115ehe&share_music_id=6705059659683727361', 'https://m.tiktok.com/h5/share/music/227341007556575232.html?language=en&source=h5_m&u_code=e0chbe3dg1gjh6&_d=e0chbe3dg1gjh6&share_music_id=227341007556575232', 'https://m.tiktok.com/h5/share/music/7037863421852863238.html?language=en&source=h5_m&u_code=e0ci4g6dmc8260&_d=e0ci4g6dmc8260&share_music_id=7037863421852863238']"
3827,-3339,-1.0,Real Life (feat. Stormzy),Burna Boy,4397.0,29.0,14060743.0,1813650.0,9.0,"['https://m.tiktok.com/h5/share/music/6860607378522376194.html?language=en&source=h5_m&u_code=e0ci53lm9ai65e&_d=e0ci53lm9ai65e&share_music_id=6860607378522376194', 'https://m.tiktok.com/h5/share/music/6860349675799578625.html?language=en&source=h5_m&u_code=e0ci15l3437khg&_d=e0ci15l3437khg&share_music_id=6860349675799578625', 'https://m.tiktok.com/h5/share/music/7011585800844380934.html?language=en&source=h5_m&u_code=e0chj8med7gji6&_d=e0chj8med7gji6&share_music_id=7011585800844380934']"
3828,+179,-1.0,Diva,Don Toliver,889.0,-5.0,5586084.0,1016231.0,1.0,['https://m.tiktok.com/h5/share/music/6769196791943399425.html?language=en&source=h5_m&u_code=e0chac7db5fjcc&_d=e0chac7db5fjcc&share_music_id=6769196791943399425']
3829,-354,-1.0,Baby Are You Home,Lil Uzi Vert,1716.0,0.0,1993677.0,231009.0,1.0,['https://m.tiktok.com/h5/share/music/224413973897785344.html?language=en&source=h5_m&u_code=e0chd4ef3mkh53&_d=e0chd4ef3mkh53&share_music_id=224413973897785344']
3830,-91,-1.0,"Elastic Heart - From ""The Hunger Games: Catching Fire"" Soundtrack",Sia,618.0,-5.0,2124154.0,477344.0,1.0,['https://m.tiktok.com/h5/share/music/6965605569956776705.html?language=en&source=h5_m&u_code=e0ci2a8ih9ehme&_d=e0ci2a8ih9ehme&share_music_id=6965605569956776705']
3831,-310,-1.0,Messy,Kiiara,3892.0,-5.0,47528.0,3126.0,1.0,['https://m.tiktok.com/h5/share/music/6554171378709302017.html?language=en&source=h5_m&u_code=e0ci5mi61f0475&_d=e0ci5mi61f0475&share_music_id=6554171378709302017']
3832,-2568,-1.0,Sex & Super Smash Bros.,KYLE,62.0,0.0,255494.0,17101.0,2.0,"['https://m.tiktok.com/h5/share/music/5000000001467827727.html?language=en&source=h5_m&u_code=e0chmi55c2m8eh&_d=e0chmi55c2m8eh&share_music_id=5000000001467827727', 'https://m.tiktok.com/h5/share/music/7026426471073844014.html?language=en&source=h5_m&u_code=e0ci525f5ekibb&_d=e0ci525f5ekibb&share_music_id=7026426471073844014']"
3833,-45,-1.0,No More,CARYS,2078.0,-3.0,7478727.0,1119601.0,1.0,['https://m.tiktok.com/h5/share/music/6841493973748434945.html?language=en&source=h5_m&u_code=e0ci8k1k045j63&_d=e0ci8k1k045j63&share_music_id=6841493973748434945']
3834,+98,-1.0,One Call Away - Junge Junge Remix,Charlie Puth,31108.0,-4.0,1411081.0,168494.0,2.0,"['https://m.tiktok.com/h5/share/music/222452192845381632.html?language=en&source=h5_m&u_code=e0chi8b77jhe36&_d=e0chi8b77jhe36&share_music_id=222452192845381632', 'https://m.tiktok.com/h5/share/music/6961829162432793350.html?language=en&source=h5_m&u_code=e0ci0i6g0kid03&_d=e0ci0i6g0kid03&share_music_id=6961829162432793350']"
3835,-2475,-1.0,Cry Me a River,Skooly,39.0,0.0,59289.0,4688.0,1.0,['https://m.tiktok.com/h5/share/music/6756765490141480961.html?language=en&source=h5_m&u_code=e0chc95dij49a6&_d=e0chc95dij49a6&share_music_id=6756765490141480961']
3836,+27,-1.0,Beats Knockin (feat. Fly Boi Keno),Jack Ü,6477.0,-5.0,3663035.0,188229.0,1.0,['https://m.tiktok.com/h5/share/music/6570912689600596737.html?language=en&source=h5_m&u_code=e0chi9lk679a5j&_d=e0chi9lk679a5j&share_music_id=6570912689600596737']
3837,-395,-1.0,Talk You Down,Charlotte Lawrence,1112.0,-2.0,2907697.0,440590.0,1.0,['https://m.tiktok.com/h5/share/music/6914180165610244097.html?language=en&source=h5_m&u_code=e0chfk7ag1668e&_d=e0chfk7ag1668e&share_music_id=6914180165610244097']
3838,-531,-1.0,Send My Love (To Your New Lover),Jasmine Thompson,2430.0,0.0,877648.0,82317.0,1.0,['https://m.tiktok.com/h5/share/music/222560806968909824.html?language=en&source=h5_m&u_code=e0ci904ka4ak2c&_d=e0ci904ka4ak2c&share_music_id=222560806968909824']
3839,-3124,-1.0,Scary Monsters and Nice Sprites,Skrillex,3507.0,3.0,24518987.0,2290109.0,25.0,"['https://m.tiktok.com/h5/share/music/318864568661770240.html?language=en&source=h5_m&u_code=e0ci45fb71326l&_d=e0ci45fb71326l&share_music_id=318864568661770240', 'https://m.tiktok.com/h5/share/music/6705028969265104897.html?language=en&source=h5_m&u_code=e0chgia97jce10&_d=e0chgia97jce10&share_music_id=6705028969265104897', 'https://m.tiktok.com/h5/share/music/225172011273408512.html?language=en&source=h5_m&u_code=e0chhej0flkddi&_d=e0chhej0flkddi&share_music_id=225172011273408512']"
3840,-131,-1.0,Unworthy Of Your Love (feat. Zoey Deutch),Ben Platt,132.0,-2.0,243004.0,35822.0,1.0,['https://m.tiktok.com/h5/share/music/6749660715524556802.html?language=en&source=h5_m&u_code=e0che10g28dj1h&_d=e0che10g28dj1h&share_music_id=6749660715524556802']
3841,-19,-1.0,High (feat. Elton John),Young Thug,5556.0,0.0,13049586.0,1090438.0,10.0,"['https://m.tiktok.com/h5/share/music/6605116817444718597.html?language=en&source=h5_m&u_code=e0ci0i6g0k6a60&_d=e0ci0i6g0k6a60&share_music_id=6605116817444718597', 'https://m.tiktok.com/h5/share/music/6704959126163687425.html?language=en&source=h5_m&u_code=e0chkb7ll39kcl&_d=e0chkb7ll39kcl&share_music_id=6704959126163687425', 'https://m.tiktok.com/h5/share/music/6960766475883924230.html?language=en&source=h5_m&u_code=e0chf836bb4hbg&_d=e0chf836bb4hbg&share_music_id=6960766475883924230']"
3842,-113,-1.0,800db cloud (Ricco Harver Remix),100 gecs,78.0,-1.0,53333.0,7853.0,1.0,['https://m.tiktok.com/h5/share/music/6846766345497872386.html?language=en&source=h5_m&u_code=e0ci12cl065aj3&_d=e0ci12cl065aj3&share_music_id=6846766345497872386']
3843,-386,-1.0,Early Morning,JayDaYoungan,315.0,-2.0,165237.0,18390.0,1.0,['https://m.tiktok.com/h5/share/music/6632743684368500741.html?language=en&source=h5_m&u_code=e0ci6k866i7abe&_d=e0ci6k866i7abe&share_music_id=6632743684368500741']
3844,-773,-1.0,Yellow,Robin Schulz,51.0,1.0,19711.0,3623.0,2.0,"['https://m.tiktok.com/h5/share/music/6897847645717482241.html?language=en&source=h5_m&u_code=e0chh002gh0392&_d=e0chh002gh0392&share_music_id=6897847645717482241', 'https://m.tiktok.com/h5/share/music/6711175901217818626.html?language=en&source=h5_m&u_code=e0chf456lch5fk&_d=e0chf456lch5fk&share_music_id=6711175901217818626', 'https://m.tiktok.com/h5/share/music/6938767787179543297.html?language=en&source=h5_m&u_code=e0chmkke09kge0&_d=e0chmkke09kge0&share_music_id=6938767787179543297']"
3845,-142,-1.0,Blocked,Killumantii,414.0,-1.0,1462584.0,352792.0,1.0,['https://m.tiktok.com/h5/share/music/6622727375362721797.html?language=en&source=h5_m&u_code=e0ci4iceldcll2&_d=e0ci4iceldcll2&share_music_id=6622727375362721797']
3846,-2557,-1.0,Speechless,Sebastian Mikael,482.0,0.0,765706.0,42948.0,1.0,['https://m.tiktok.com/h5/share/music/6999958897918348058.html?language=en&source=h5_m&u_code=e0ci2jlhh2b222&_d=e0ci2jlhh2b222&share_music_id=6999958897918348058']
3847,+288,-1.0,Money Now (feat. Tyga & Johnny Yukon),KYLE,2541.0,-9.0,20812434.0,2976368.0,2.0,"['https://m.tiktok.com/h5/share/music/6849830343537592321.html?language=en&source=h5_m&u_code=e0chclh1bc5dd9&_d=e0chclh1bc5dd9&share_music_id=6849830343537592321', 'https://m.tiktok.com/h5/share/music/7010770475357948677.html?language=en&source=h5_m&u_code=e0ci0654jfi7g7&_d=e0ci0654jfi7g7&share_music_id=7010770475357948677']"
3848,-1462,-1.0,The Reynolds Pamphlet,Original Broadway Cast of Hamilton,318.0,-1.0,8812390.0,1897551.0,11.0,"['https://m.tiktok.com/h5/share/music/6960071558941379334.html?language=en&source=h5_m&u_code=e0ci4id69cigl3&_d=e0ci4id69cigl3&share_music_id=6960071558941379334', 'https://m.tiktok.com/h5/share/music/246770855983362048.html?language=en&source=h5_m&u_code=e0chlgf5keg1m9&_d=e0chlgf5keg1m9&share_music_id=246770855983362048', 'https://m.tiktok.com/h5/share/music/7018282054890572550.html?language=en&source=h5_m&u_code=e0ci9539j4696l&_d=e0ci9539j4696l&share_music_id=7018282054890572550']"
3849,-2505,-1.0,Respect the Game,Meek Mill,36.0,1.0,507638.0,38168.0,3.0,"['https://m.tiktok.com/h5/share/music/7044972069267802885.html?language=en&source=h5_m&u_code=e0chhid43hckj4&_d=e0chhid43hckj4&share_music_id=7044972069267802885', 'https://m.tiktok.com/h5/share/music/7044155868971092741.html?language=en&source=h5_m&u_code=e0chie3ekfbigl&_d=e0chie3ekfbigl&share_music_id=7044155868971092741', 'https://m.tiktok.com/h5/share/music/7031729387628219142.html?language=en&source=h5_m&u_code=e0chgbfii6g005&_d=e0chgbfii6g005&share_music_id=7031729387628219142']"
3850,+283,-1.0,Icy Hot (with Doja Cat),Young Thug,276.0,-7.0,934432.0,112425.0,5.0,"['https://m.tiktok.com/h5/share/music/7019190757831657473.html?language=en&source=h5_m&u_code=e0chj10305a8bm&_d=e0chj10305a8bm&share_music_id=7019190757831657473', 'https://m.tiktok.com/h5/share/music/7019329705870428933.html?language=en&source=h5_m&u_code=e0ci297b114568&_d=e0ci297b114568&share_music_id=7019329705870428933', 'https://m.tiktok.com/h5/share/music/7019675938933852934.html?language=en&source=h5_m&u_code=e0ci67hkef6ell&_d=e0ci67hkef6ell&share_music_id=7019675938933852934']"
3851,-2262,-1.0,Quality,Roddy Ricch,27.0,-1.0,625335.0,97602.0,1.0,['https://m.tiktok.com/h5/share/music/7026085280054823727.html?language=en&source=h5_m&u_code=e0ci61hhea2bb9&_d=e0ci61hhea2bb9&share_music_id=7026085280054823727']
3852,-1735,-1.0,Go to Mars (feat. Tee Grizzley),PnB Rock,2.0,-1.0,274626.0,11391.0,2.0,"['https://m.tiktok.com/h5/share/music/7027854508558519086.html?language=en&source=h5_m&u_code=e0chmad41i9kld&_d=e0chmad41i9kld&share_music_id=7027854508558519086', 'https://m.tiktok.com/h5/share/music/7014126526035675910.html?language=en&source=h5_m&u_code=e0ci5f071gc889&_d=e0ci5f071gc889&share_music_id=7014126526035675910']"
3853,-1045,-1.0,Cha Ching,Slayyyter,187.0,1.0,443860.0,89952.0,1.0,['https://m.tiktok.com/h5/share/music/6732319060857473026.html?language=en&source=h5_m&u_code=e0chdam72jl8ie&_d=e0chdam72jl8ie&share_music_id=6732319060857473026']
3854,-1777,-1.0,Vibrate (feat. Pink Sweat$),IV JAY,588.0,-3.0,4090385.0,132426.0,2.0,"['https://m.tiktok.com/h5/share/music/6990565653790853121.html?language=en&source=h5_m&u_code=e0ci94j5m3gbbc&_d=e0ci94j5m3gbbc&share_music_id=6990565653790853121', 'https://m.tiktok.com/h5/share/music/6990454689833732869.html?language=en&source=h5_m&u_code=e0ci0cf5i828ai&_d=e0ci0cf5i828ai&share_music_id=6990454689833732869']"
3855,-2334,-1.0,Love Thru The Computer (feat. Justin Bieber),Gucci Mane,679.0,-1.0,924826.0,47774.0,2.0,"['https://m.tiktok.com/h5/share/music/6698379210060204805.html?language=en&source=h5_m&u_code=e0ci79bfh05j2c&_d=e0ci79bfh05j2c&share_music_id=6698379210060204805', 'https://m.tiktok.com/h5/share/music/6698900511204051724.html?language=en&source=h5_m&u_code=e0chb23k4gcdfg&_d=e0chb23k4gcdfg&share_music_id=6698900511204051724']"
3856,-1649,-1.0,Title and Registration,Death Cab for Cutie,28.0,-1.0,8955276.0,686182.0,1.0,['https://m.tiktok.com/h5/share/music/6983002683749812998.html?language=en&source=h5_m&u_code=e0ci7e95fl5h09&_d=e0ci7e95fl5h09&share_music_id=6983002683749812998']
3857,-2029,-1.0,Attention (Acoustic),Charlie Puth,2.0,-1.0,50383.0,6245.0,1.0,['https://m.tiktok.com/h5/share/music/7030956512142953243.html?language=en&source=h5_m&u_code=e0ci57b8dfag2g&_d=e0ci57b8dfag2g&share_music_id=7030956512142953243']
3858,-2687,-1.0,Time I'm On,YoungBoy Never Broke Again,256.0,0.0,965958.0,142069.0,3.0,"['https://m.tiktok.com/h5/share/music/6753139912628783106.html?language=en&source=h5_m&u_code=e0chmad41i9kld&_d=e0chmad41i9kld&share_music_id=6753139912628783106', 'https://m.tiktok.com/h5/share/music/7058345714929158959.html?language=en&source=h5_m&u_code=e0chag8me4mf8k&_d=e0chag8me4mf8k&share_music_id=7058345714929158959', 'https://m.tiktok.com/h5/share/music/7032404282075007790.html?language=en&source=h5_m&u_code=e0chefd2j96330&_d=e0chefd2j96330&share_music_id=7032404282075007790']"
3859,+252,-1.0,Together - F9 Radio Remix,Sia,1670.0,-6.0,3440869.0,117069.0,1.0,['https://m.tiktok.com/h5/share/music/6846766327764371457.html?language=en&source=h5_m&u_code=e0chhfl06186di&_d=e0chhfl06186di&share_music_id=6846766327764371457']
3860,-6,-1.0,Someone Else’s Dream,Absofacto,265.0,-4.0,5531157.0,768002.0,2.0,"['https://m.tiktok.com/h5/share/music/6906536559526053890.html?language=en&source=h5_m&u_code=e0chka7cgjdc3c&_d=e0chka7cgjdc3c&share_music_id=6906536559526053890', 'https://m.tiktok.com/h5/share/music/6843554522049121030.html?language=en&source=h5_m&u_code=e0chd53fc34mgh&_d=e0chd53fc34mgh&share_music_id=6843554522049121030']"
3861,-215,-1.0,Selfish (feat. Josh X),Cardi B,142.0,-1.0,291661.0,35515.0,1.0,['https://m.tiktok.com/h5/share/music/6756620977884366850.html?language=en&source=h5_m&u_code=e0chfgbcbl5e09&_d=e0chfgbcbl5e09&share_music_id=6756620977884366850']
3862,+12,-1.0,Rewind,PnB Rock,1304.0,0.0,1014882.0,184622.0,1.0,"['https://m.tiktok.com/h5/share/music/297895421308190721.html?language=en&source=h5_m&u_code=e0ci8c2bb8594k&_d=e0ci8c2bb8594k&share_music_id=297895421308190721', 'https://m.tiktok.com/h5/share/music/6799968566465546242.html?language=en&source=h5_m&u_code=e0chk502738c7j&_d=e0chk502738c7j&share_music_id=6799968566465546242', 'https://m.tiktok.com/h5/share/music/7001066079996922629.html?language=en&source=h5_m&u_code=e0cha197b7lm73&_d=e0cha197b7lm73&share_music_id=7001066079996922629']"
3863,+645,-1.0,"Aaron Burr, Sir",Lin-Manuel Miranda,37626.0,-57.0,33078273.0,8659797.0,23.0,"['https://m.tiktok.com/h5/share/music/281527809636884480.html?language=en&source=h5_m&u_code=e0chebml61g6ce&_d=e0chebml61g6ce&share_music_id=281527809636884480', 'https://m.tiktok.com/h5/share/music/6704977164682397697.html?language=en&source=h5_m&u_code=e0ci7k88ak5bij&_d=e0ci7k88ak5bij&share_music_id=6704977164682397697', 'https://m.tiktok.com/h5/share/music/6850102662180932357.html?language=en&source=h5_m&u_code=e0chi21hhmf657&_d=e0chi21hhmf657&share_music_id=6850102662180932357']"
3864,-107,-1.0,Costa Rica (feat. The Kid LAROI) - Remix,Bankrol Hayden,668.0,-4.0,3113199.0,407921.0,25.0,"['https://m.tiktok.com/h5/share/music/6973695593143077637.html?language=en&source=h5_m&u_code=e0ci3khdm5gac4&_d=e0ci3khdm5gac4&share_music_id=6973695593143077637', 'https://m.tiktok.com/h5/share/music/6992715000536124165.html?language=en&source=h5_m&u_code=e0ci1894i9k9bi&_d=e0ci1894i9k9bi&share_music_id=6992715000536124165', 'https://m.tiktok.com/h5/share/music/6975310090869984005.html?language=en&source=h5_m&u_code=e0chkcia39m722&_d=e0chkcia39m722&share_music_id=6975310090869984005']"
3865,-1896,-1.0,Want Sum,Enchanting,744.0,0.0,3840631.0,626483.0,10.0,"['https://m.tiktok.com/h5/share/music/6942005135351252993.html?language=en&source=h5_m&u_code=e0chafaif5bd9a&_d=e0chafaif5bd9a&share_music_id=6942005135351252993', 'https://m.tiktok.com/h5/share/music/7021176048280800006.html?language=en&source=h5_m&u_code=e0chemc9llcmi9&_d=e0chemc9llcmi9&share_music_id=7021176048280800006', 'https://m.tiktok.com/h5/share/music/7022062094015007494.html?language=en&source=h5_m&u_code=e0ci2ij0h5ld16&_d=e0ci2ij0h5ld16&share_music_id=7022062094015007494']"
3866,-2847,-1.0,I'd Rather Go Blind - Live,Kelly Clarkson,497.0,1.0,1039632.0,54784.0,1.0,['https://m.tiktok.com/h5/share/music/225537178511024128.html?language=en&source=h5_m&u_code=e0ci4el8h1bh72&_d=e0ci4el8h1bh72&share_music_id=225537178511024128']
3867,-19,-1.0,"Spicy (feat. J Balvin, YG, Tyga & Post Malone) - Remix",Ty Dolla $ign,286.0,-3.0,4711862.0,429393.0,4.0,"['https://m.tiktok.com/h5/share/music/5000000001452818166.html?language=en&source=h5_m&u_code=e0chhbbeh0blh2&_d=e0chhbbeh0blh2&share_music_id=5000000001452818166', 'https://m.tiktok.com/h5/share/music/6924318441331657477.html?language=en&source=h5_m&u_code=e0ci94009mfga7&_d=e0ci94009mfga7&share_music_id=6924318441331657477', 'https://m.tiktok.com/h5/share/music/7049975186216766254.html?language=en&source=h5_m&u_code=e0ci1a21gj04g7&_d=e0ci1a21gj04g7&share_music_id=7049975186216766254']"
3868,-1142,-1.0,Rollin,Cardi B,327.0,0.0,1610894.0,160402.0,1.0,['https://m.tiktok.com/h5/share/music/6756162577253795841.html?language=en&source=h5_m&u_code=e0chifa2178j70&_d=e0chifa2178j70&share_music_id=6756162577253795841']
3869,-224,-1.0,Take Ü There (feat. Kiesza),Jack Ü,970.0,-3.0,1227884.0,95726.0,2.0,"['https://m.tiktok.com/h5/share/music/6732382528319127553.html?language=en&source=h5_m&u_code=e0chfam469hj45&_d=e0chfam469hj45&share_music_id=6732382528319127553', 'https://m.tiktok.com/h5/share/music/6962159528238516994.html?language=en&source=h5_m&u_code=e0chdjidgd7671&_d=e0chdjidgd7671&share_music_id=6962159528238516994']"
3870,-2497,-1.0,Secure The Bag,Lil Uzi Vert,428.0,0.0,641880.0,34846.0,1.0,['https://m.tiktok.com/h5/share/music/6801205372989212674.html?language=en&source=h5_m&u_code=e0ci2b89ch54l4&_d=e0ci2b89ch54l4&share_music_id=6801205372989212674']
3871,+445,-1.0,Playinwitme (Remix) [feat. Logic and Kehlani],KYLE,10297.0,-15.0,12324948.0,892492.0,6.0,"['https://m.tiktok.com/h5/share/music/6646563802647104263.html?language=en&source=h5_m&u_code=e0ci1e94a1479d&_d=e0ci1e94a1479d&share_music_id=6646563802647104263', 'https://m.tiktok.com/h5/share/music/6782986565103782662.html?language=en&source=h5_m&u_code=e0chm742c4df17&_d=e0chm742c4df17&share_music_id=6782986565103782662', 'https://m.tiktok.com/h5/share/music/7022159988986481435.html?language=en&source=h5_m&u_code=e0ci719da06e01&_d=e0ci719da06e01&share_music_id=7022159988986481435']"
3872,-2711,-1.0,detonate,Charli XCX,186.0,2.0,499268.0,50336.0,1.0,['https://m.tiktok.com/h5/share/music/6826908405257472002.html?language=en&source=h5_m&u_code=e0chbmb186m17j&_d=e0chbmb186m17j&share_music_id=6826908405257472002']
3873,-3041,-1.0,Wish I Had It,Kevin Gates,416.0,6.0,158791.0,10498.0,1.0,['https://m.tiktok.com/h5/share/music/6704975625863563265.html?language=en&source=h5_m&u_code=e0chmh8km8mg62&_d=e0chmh8km8mg62&share_music_id=6704975625863563265']
3874,-415,-1.0,Trappin',YoungBoy Never Broke Again,2881.0,-2.0,36080.0,3991.0,1.0,['https://m.tiktok.com/h5/share/music/259660393583706112.html?language=en&source=h5_m&u_code=e0cha59m9069f3&_d=e0cha59m9069f3&share_music_id=259660393583706112']
3875,-3067,-1.0,Shottas,JayDaYoungan,144.0,-1.0,146827.0,13721.0,4.0,"['https://m.tiktok.com/h5/share/music/6834945825387333634.html?language=en&source=h5_m&u_code=e0ci2emgd8e5h6&_d=e0ci2emgd8e5h6&share_music_id=6834945825387333634', 'https://m.tiktok.com/h5/share/music/7044455068631878405.html?language=en&source=h5_m&u_code=e0chfam469hj45&_d=e0chfam469hj45&share_music_id=7044455068631878405', 'https://m.tiktok.com/h5/share/music/7068826005242219306.html?language=en&source=h5_m&u_code=e0ci7lkfe6ljdj&_d=e0ci7lkfe6ljdj&share_music_id=7068826005242219306']"
3876,+316,-1.0,I'm Depressed,Jasiah,2242.0,14.0,917559.0,155075.0,1.0,['https://m.tiktok.com/h5/share/music/6714254919571867650.html?language=en&source=h5_m&u_code=e0chegb1hkjg8m&_d=e0chegb1hkjg8m&share_music_id=6714254919571867650']
3877,-2910,-1.0,Overdose,grandson,1074.0,2.0,1679529.0,287192.0,1.0,"['https://m.tiktok.com/h5/share/music/5000000001404461308.html?language=en&source=h5_m&u_code=e0chjc5bf0jeje&_d=e0chjc5bf0jeje&share_music_id=5000000001404461308', 'https://m.tiktok.com/h5/share/music/5000000001377380700.html?language=en&source=h5_m&u_code=e0ci280ic58dh0&_d=e0ci280ic58dh0&share_music_id=5000000001377380700']"
3878,-2514,-1.0,Satisfied (feat. MAX),Galantis,5037.0,1.0,10869615.0,499672.0,3.0,"['https://m.tiktok.com/h5/share/music/6579777191125453570.html?language=en&source=h5_m&u_code=e0ci0baibj9eb1&_d=e0ci0baibj9eb1&share_music_id=6579777191125453570', 'https://m.tiktok.com/h5/share/music/6690743378348346113.html?language=en&source=h5_m&u_code=e0chc9c1022l2a&_d=e0chc9c1022l2a&share_music_id=6690743378348346113', 'https://m.tiktok.com/h5/share/music/6962752417737870085.html?language=en&source=h5_m&u_code=e0ci8klfk9mjh7&_d=e0ci8klfk9mjh7&share_music_id=6962752417737870085']"
3879,-2767,-1.0,Belong,Cash Cash,25.0,1.0,16774.0,1359.0,1.0,['https://m.tiktok.com/h5/share/music/6704959258162628609.html?language=en&source=h5_m&u_code=e0chm5bj4f5kj8&_d=e0chm5bj4f5kj8&share_music_id=6704959258162628609']
